Operation_Type,Workpiece_Material,Material_Hardness_HB,Tool_Diameter_mm,Number_of_Flutes,Tool_Coating,Tool_Wear_VB_mm,Rake_Angle_deg,Cutting_Speed_vc_mpm,Spindle_Speed_RPM,Feed_Rate_mm_rev,Axial_Depth_ap_mm,Radial_Depth_ae_mm,Feed_Speed_vf_mmpm,Coolant_Condition,Coolant_Flow_Rate_Lpm,Material_Removal_Rate_cm3_min,Cutting_Temperature_C,Cutting_Force_Fc_N,Spindle_Power_kW,Feed_Power_kW,Auxiliary_Power_kW,Cutting_Power_kW,Power_Consumption_kW,Specific_Energy_J_mm3,Carbon_Emission_Rate_kgCO2e_hr,Specific_Carbon_Emission_gCO2e_cm3
CNC Turning,AISI 304 Stainless Steel,207.6,70.67,1,TiAlN,0.11,7.0,180.71,814.0,0.2142,1.7,0.21,174.3,Dry,0.0,65.982,387.7,1518.66,0.719,0.178,0.5,5.355,6.13,5.57,2.9816,0.753
CNC Turning,AISI 304 Stainless Steel,201.7,41.57,1,Uncoated Carbide,0.277,6.5,187.12,1432.9,0.0921,3.74,0.09,131.9,Flood Coolant,27.06,64.433,356.1,2563.25,0.958,0.171,1.85,9.198,12.259,11.42,6.3799,1.65
CNC Milling,AISI 1045 Steel,223.2,32.0,6,TiCN,0.048,3.0,134.76,1340.5,0.1981,1.97,19.9,1593.2,Flood Coolant,24.98,62.511,135.3,1007.66,0.92,0.405,1.85,2.722,6.283,6.03,3.4921,0.931
CNC Milling,Al 6061-T6 Aluminum,103.3,8.0,2,AlCrN,0.034,3.7,187.58,7463.6,0.0745,3.05,1.48,1112.4,MQL (Min Lubrication),0.2,5.029,62.0,45.0,4.806,0.328,0.85,0.167,6.285,74.99,3.1207,10.343
CNC Turning,AISI 304 Stainless Steel,201.2,80.89,1,TiCN,0.223,-0.2,139.62,549.4,0.382,2.9,0.38,209.9,MQL (Min Lubrication),0.1,154.924,577.8,4800.0,0.626,0.184,0.85,12.743,15.129,5.86,7.3607,0.792
CNC Turning,Inconel 718 Superalloy,391.4,36.74,1,Uncoated Carbide,0.45,9.5,104.74,907.5,0.3283,3.21,0.33,298.0,Flood Coolant,32.57,110.224,773.1,4800.0,0.754,0.198,1.85,9.52,12.173,6.63,6.382,0.965
CNC Milling,AISI 1045 Steel,214.2,32.0,5,TiAlN,0.077,2.1,218.29,2171.3,0.0405,2.35,23.64,439.9,Flood Coolant,19.74,24.442,100.6,433.65,1.281,0.22,1.85,1.822,5.308,13.03,3.0344,2.069
CNC Turning,AISI 1045 Steel,195.8,81.47,1,TiAlN,0.082,8.7,186.27,727.7,0.1365,3.33,0.14,99.4,Flood Coolant,30.68,84.65,159.7,1256.46,0.688,0.166,1.85,4.598,6.893,4.89,3.7882,0.746
CNC Milling,AISI 304 Stainless Steel,204.5,6.0,3,TiCN,0.266,-3.4,199.84,10602.0,0.0632,1.28,5.19,2011.4,MQL (Min Lubrication),0.12,13.355,285.1,511.67,7.902,0.472,0.85,2.028,11.247,50.53,5.5265,6.897
CNC Turning,AISI 1045 Steel,201.0,57.03,1,Uncoated Carbide,0.238,-2.9,240.46,1342.0,0.197,2.55,0.2,264.4,MQL (Min Lubrication),0.1,120.92,464.0,2836.78,0.921,0.192,0.85,13.185,15.767,7.82,7.667,1.057
CNC Turning,Inconel 718 Superalloy,384.1,30.02,1,TiCN,0.336,9.8,45.73,484.9,0.2956,3.76,0.3,143.3,Cryogenic (LN2),2.85,50.811,246.5,4800.0,0.604,0.173,1.35,4.304,6.145,7.26,3.6902,1.21
CNC Milling,AISI 1045 Steel,205.3,25.0,4,TiCN,0.04,5.5,106.8,1359.8,0.179,4.15,10.97,973.8,Cryogenic (LN2),2.89,44.355,65.7,698.95,0.928,0.306,1.35,1.461,4.025,5.44,2.618,0.984
CNC Turning,AISI 304 Stainless Steel,224.8,78.05,1,Uncoated Carbide,0.104,3.5,148.15,604.2,0.2621,3.27,0.26,158.3,Flood Coolant,16.79,127.14,265.8,3475.51,0.645,0.175,1.85,10.077,12.723,6.0,6.562,0.86
CNC Milling,Inconel 718 Superalloy,427.2,25.0,6,TiAlN,0.312,7.2,65.25,830.8,0.1548,1.85,13.98,771.7,Flood Coolant,23.39,19.982,347.3,2297.16,0.725,0.273,1.85,3.001,5.94,17.84,3.3869,2.825
CNC Milling,AISI 304 Stainless Steel,199.2,25.0,5,TiAlN,0.125,6.9,211.46,2692.3,0.1746,1.52,3.91,2349.8,Flood Coolant,19.12,13.984,142.2,121.88,1.533,0.526,1.85,0.493,4.328,18.57,2.5784,3.073
CNC Milling,AISI 1045 Steel,206.5,10.0,3,AlCrN,0.073,8.0,145.73,4638.7,0.0837,3.56,2.45,1164.8,Flood Coolant,34.76,10.155,80.7,122.01,2.659,0.336,1.85,0.349,5.283,31.21,3.0215,4.959
CNC Milling,AISI 304 Stainless Steel,207.1,10.0,4,TiAlN,0.227,-0.4,160.48,5108.1,0.154,3.45,1.67,3146.7,Dry,0.0,18.071,323.3,396.72,2.974,0.653,0.5,1.205,5.828,19.35,2.8638,2.641
CNC Milling,AISI 304 Stainless Steel,208.8,8.0,2,TiAlN,0.443,-1.9,149.6,5952.5,0.1146,2.72,3.72,1364.4,MQL (Min Lubrication),0.09,13.831,420.4,702.53,3.582,0.368,0.85,2.01,6.576,28.53,3.3512,4.038
CNC Turning,AISI 1045 Steel,220.8,25.07,1,TiCN,0.09,-5.7,234.84,2981.6,0.0773,0.96,0.08,230.5,Flood Coolant,22.1,17.351,123.6,305.58,1.682,0.187,1.85,1.391,5.242,18.13,3.0055,2.887
CNC Turning,AISI 304 Stainless Steel,198.6,29.0,1,TiAlN,0.227,-2.0,161.2,1769.1,0.1462,3.99,0.15,258.7,Flood Coolant,31.56,94.104,332.5,3350.7,1.1,0.191,1.85,10.243,13.035,8.31,6.737,1.193
CNC Milling,Al 6061-T6 Aluminum,103.4,32.0,4,Uncoated Carbide,0.087,4.0,319.35,3176.6,0.1313,3.5,16.93,1668.9,Flood Coolant,18.17,98.728,87.7,428.13,1.786,0.417,1.85,2.591,6.739,4.1,3.716,0.627
CNC Turning,Al 6061-T6 Aluminum,104.5,21.08,1,TiCN,0.209,-5.7,393.18,5000.0,0.1908,1.88,0.19,954.1,MQL (Min Lubrication),0.1,140.717,198.3,784.1,2.9,0.303,0.85,5.873,10.176,4.34,5.0047,0.593
CNC Turning,AISI 1045 Steel,197.7,40.84,1,TiCN,0.166,8.2,269.66,2102.0,0.331,3.6,0.33,695.7,Dry,0.0,321.425,626.2,4045.36,1.248,0.261,0.5,21.011,23.174,4.33,11.0893,0.575
CNC Turning,AISI 1045 Steel,232.1,84.9,1,TiAlN,0.254,8.2,98.74,370.2,0.0633,2.05,0.06,23.4,Flood Coolant,19.76,12.796,147.3,764.41,0.566,0.154,1.85,1.481,4.057,19.02,2.4788,3.229
CNC Turning,AISI 1045 Steel,217.6,106.4,1,Uncoated Carbide,0.072,-2.3,182.99,547.4,0.0651,3.46,0.07,35.7,Flood Coolant,29.27,41.249,138.4,1043.36,0.626,0.156,1.85,3.594,6.343,9.23,3.5253,1.424
CNC Milling,Ti-6Al-4V Titanium,340.9,6.0,3,TiCN,0.021,-0.4,55.86,2963.6,0.0736,1.58,1.19,654.5,MQL (Min Lubrication),0.13,1.237,60.2,54.39,1.673,0.255,0.85,0.061,2.669,129.49,1.4009,18.877
CNC Milling,AISI 304 Stainless Steel,185.4,6.0,3,TiCN,0.106,0.8,88.27,4682.8,0.1196,2.52,1.35,1679.6,Flood Coolant,29.23,5.735,87.1,145.71,2.688,0.419,1.85,0.247,5.104,53.4,2.9431,8.553
CNC Turning,Al 6061-T6 Aluminum,99.5,109.31,1,Uncoated Carbide,0.1,6.3,450.0,1310.4,0.1497,0.71,0.15,196.2,Cryogenic (LN2),3.14,47.565,55.7,164.79,0.908,0.181,1.35,1.448,3.633,4.58,2.4435,0.856
CNC Milling,Al 6061-T6 Aluminum,99.6,6.0,2,TiCN,0.031,8.8,280.33,14871.8,0.1854,0.95,4.05,5513.2,Flood Coolant,25.56,21.187,62.4,66.3,13.316,1.032,1.85,0.353,16.101,45.6,8.1527,6.413
CNC Milling,AISI 1045 Steel,222.2,25.0,6,AlCrN,0.203,1.3,184.46,2348.6,0.0482,3.76,11.32,679.6,Cryogenic (LN2),5.1,28.948,74.3,629.94,1.364,0.259,1.35,2.329,5.42,11.23,3.3146,1.908
CNC Milling,Ti-6Al-4V Titanium,345.0,16.0,5,Uncoated Carbide,0.45,-5.4,120.69,2401.1,0.0487,4.02,12.99,585.1,MQL (Min Lubrication),0.09,30.539,667.1,4284.69,1.389,0.244,0.85,10.198,13.637,26.79,6.707,3.66
CNC Milling,AISI 1045 Steel,206.0,32.0,5,TiAlN,0.14,-2.0,252.9,2515.6,0.0552,4.08,6.2,694.0,Flood Coolant,22.72,17.55,99.4,188.28,1.445,0.261,1.85,0.918,4.382,14.98,2.6075,2.476
CNC Milling,AISI 1045 Steel,202.7,25.0,4,TiCN,0.052,6.1,99.97,1272.9,0.0557,2.95,15.49,283.6,Flood Coolant,32.27,12.944,76.9,355.55,0.893,0.195,1.85,0.712,3.527,16.35,2.1838,2.812
CNC Milling,AISI 1045 Steel,214.3,25.0,5,TiAlN,0.135,9.9,229.86,2926.7,0.0888,2.43,11.26,1299.3,Flood Coolant,16.76,35.603,132.7,431.01,1.653,0.358,1.85,1.876,5.952,10.03,3.3522,1.569
CNC Milling,AISI 1045 Steel,210.4,6.0,3,TiCN,0.185,4.1,257.56,13664.2,0.143,2.06,1.28,5861.2,MQL (Min Lubrication),0.11,15.488,179.0,141.23,11.644,1.088,0.85,0.704,14.234,55.14,6.9267,7.454
CNC Turning,Ti-6Al-4V Titanium,339.2,61.88,1,AlCrN,0.219,-5.0,119.57,615.0,0.1577,0.55,0.16,97.0,Flood Coolant,18.41,10.412,218.0,579.42,0.649,0.166,1.85,1.304,3.94,22.71,2.4153,3.866
CNC Turning,Ti-6Al-4V Titanium,339.2,30.99,1,AlCrN,0.255,1.4,148.06,1520.9,0.3068,1.86,0.31,466.6,Flood Coolant,18.18,84.62,508.2,3285.46,0.994,0.225,1.85,9.629,12.484,8.85,6.482,1.277
CNC Milling,AISI 1045 Steel,221.0,12.0,5,TiAlN,0.164,2.5,221.99,5888.6,0.2074,4.05,2.78,6106.7,Flood Coolant,19.73,68.719,202.3,670.18,3.534,1.127,1.85,2.932,9.608,8.39,5.0948,1.236
CNC Milling,Inconel 718 Superalloy,382.1,32.0,6,AlCrN,0.45,-0.3,38.43,400.0,0.0921,1.6,12.36,221.0,MQL (Min Lubrication),0.2,4.37,357.5,1039.7,0.576,0.185,0.85,0.791,2.537,34.83,1.4346,5.471
CNC Milling,AISI 304 Stainless Steel,181.9,8.0,4,TiAlN,0.071,0.3,127.26,5063.6,0.142,2.05,2.69,2876.6,Dry,0.0,15.831,194.2,351.01,2.943,0.61,0.5,0.862,5.345,20.26,2.6009,2.738
CNC Milling,AISI 1045 Steel,225.9,10.0,4,TiAlN,0.082,7.9,108.16,3442.7,0.2095,3.02,1.48,2884.4,Dry,0.0,12.915,150.2,195.01,1.933,0.612,0.5,0.417,3.659,17.0,1.8022,2.326
CNC Milling,AISI 1045 Steel,218.0,6.0,3,Uncoated Carbide,0.079,5.6,106.62,5656.6,0.0729,1.17,1.28,1236.7,Dry,0.0,1.852,87.4,49.46,3.363,0.348,0.5,0.103,3.805,123.31,1.8709,16.841
CNC Milling,Ti-6Al-4V Titanium,339.4,10.0,4,AlCrN,0.247,6.0,69.5,2212.1,0.1478,1.98,8.94,1307.6,Flood Coolant,18.91,23.192,265.5,1988.29,1.3,0.359,1.85,2.634,6.121,15.84,3.4576,2.485
CNC Turning,Inconel 718 Superalloy,395.3,105.6,1,TiAlN,0.148,7.9,54.67,250.0,0.2981,1.45,0.3,74.5,Flood Coolant,15.49,23.695,260.4,2255.82,0.527,0.162,1.85,2.452,5.252,13.3,3.0227,2.126
CNC Milling,Ti-6Al-4V Titanium,351.6,10.0,4,AlCrN,0.064,0.1,70.02,2228.7,0.2058,1.07,2.11,1834.4,MQL (Min Lubrication),0.22,4.145,111.1,131.3,1.307,0.444,0.85,0.18,2.699,39.06,1.4224,5.72
CNC Milling,Inconel 718 Superalloy,394.8,25.0,4,Uncoated Carbide,0.066,-3.6,52.29,665.8,0.0619,3.01,8.91,164.8,Flood Coolant,33.58,4.425,108.1,441.93,0.667,0.176,1.85,0.44,3.099,42.02,1.9832,7.469
CNC Milling,AISI 304 Stainless Steel,196.9,20.0,4,TiCN,0.319,-1.4,82.62,1314.9,0.1573,1.91,14.95,827.4,Dry,0.0,23.672,469.6,2083.06,0.91,0.282,0.5,3.232,5.2,13.18,2.5868,1.821
CNC Turning,AISI 304 Stainless Steel,208.2,97.81,1,Uncoated Carbide,0.253,4.3,207.76,676.1,0.1089,1.64,0.11,73.6,Flood Coolant,18.93,37.094,288.0,1270.41,0.67,0.162,1.85,4.945,7.834,12.67,4.2726,1.92
CNC Turning,AISI 304 Stainless Steel,210.3,64.15,1,Uncoated Carbide,0.155,3.5,186.24,924.1,0.3078,3.46,0.31,284.4,Cryogenic (LN2),5.81,198.417,221.5,4470.21,0.76,0.196,1.35,15.889,17.672,5.34,9.1236,0.766
CNC Turning,Ti-6Al-4V Titanium,334.6,35.48,1,AlCrN,0.006,-5.5,97.55,875.3,0.3935,2.63,0.39,344.4,Flood Coolant,25.64,101.095,229.8,3003.82,0.742,0.205,1.85,5.829,8.385,4.98,4.4837,0.739
CNC Turning,AISI 304 Stainless Steel,205.7,51.97,1,Uncoated Carbide,0.095,-1.1,155.17,950.4,0.2665,3.04,0.27,253.3,Cryogenic (LN2),2.53,125.677,146.1,3104.24,0.769,0.191,1.35,9.46,12.284,5.86,6.5515,0.869
CNC Milling,Al 6061-T6 Aluminum,89.8,32.0,4,TiAlN,0.022,8.6,389.59,3875.3,0.0933,2.92,4.35,1446.7,Dry,0.0,18.384,72.0,45.0,2.183,0.381,0.5,0.338,3.205,10.46,1.5755,1.428
CNC Milling,AISI 1045 Steel,219.8,12.0,4,AlCrN,0.02,-2.3,219.58,5824.5,0.0624,1.72,4.36,1454.8,Flood Coolant,34.73,10.881,69.3,109.97,3.487,0.383,1.85,0.466,6.328,34.89,3.5084,5.374
CNC Turning,AISI 304 Stainless Steel,203.6,24.43,1,AlCrN,0.105,-2.7,68.92,898.1,0.3163,3.19,0.32,284.1,MQL (Min Lubrication),0.1,69.539,275.4,3403.34,0.75,0.195,0.85,4.708,6.234,5.38,3.11,0.745
CNC Milling,AISI 304 Stainless Steel,211.1,16.0,4,TiAlN,0.066,8.4,96.29,1915.7,0.0707,3.92,14.21,541.9,Flood Coolant,30.16,30.187,115.9,1170.35,1.164,0.237,1.85,2.242,5.447,10.83,3.0982,1.711
CNC Turning,Ti-6Al-4V Titanium,333.9,50.93,1,TiCN,0.068,-0.4,121.08,756.7,0.0676,1.19,0.07,51.2,MQL (Min Lubrication),0.12,9.776,180.9,427.04,0.699,0.158,0.85,0.985,2.586,15.87,1.3696,2.335
CNC Turning,AISI 1045 Steel,202.5,75.35,1,TiCN,0.097,6.7,216.15,913.1,0.1379,0.81,0.14,126.0,MQL (Min Lubrication),0.09,24.253,180.4,343.2,0.756,0.17,0.85,1.467,3.451,8.54,1.7864,1.228
CNC Turning,AISI 304 Stainless Steel,207.8,92.58,1,Uncoated Carbide,0.085,-3.2,86.67,298.0,0.3406,3.61,0.34,101.5,Flood Coolant,16.76,106.509,234.9,4650.09,0.543,0.166,1.85,7.814,10.161,5.72,5.3412,0.836
CNC Milling,AISI 304 Stainless Steel,208.2,6.0,4,TiAlN,0.002,-5.5,190.17,10088.6,0.157,1.24,1.82,6335.8,MQL (Min Lubrication),0.07,14.254,133.8,159.76,7.344,1.164,0.85,0.586,10.357,43.6,5.0499,5.905
CNC Turning,Ti-6Al-4V Titanium,342.6,49.48,1,TiAlN,0.055,4.4,127.86,822.5,0.1803,3.97,0.18,148.3,Flood Coolant,28.98,91.57,242.3,2741.47,0.722,0.174,1.85,7.037,9.476,6.21,5.01,0.912
CNC Milling,Al 6061-T6 Aluminum,97.9,16.0,4,TiAlN,0.018,1.0,420.06,8356.9,0.0702,2.24,2.05,2345.0,MQL (Min Lubrication),0.15,10.777,46.4,45.0,5.611,0.525,0.85,0.354,7.42,41.31,3.657,5.656
CNC Milling,Al 6061-T6 Aluminum,106.1,6.0,4,TiAlN,0.05,-5.6,167.82,8903.1,0.2064,1.69,3.41,7352.0,Flood Coolant,16.94,42.294,61.6,280.9,6.133,1.326,1.85,0.941,10.361,14.7,5.4296,2.14
CNC Milling,AISI 304 Stainless Steel,192.8,12.0,4,TiAlN,0.056,-3.9,183.68,4872.2,0.05,4.18,10.77,974.8,Dry,0.0,43.856,240.7,1307.06,2.814,0.306,0.5,4.514,7.9,10.81,3.8116,1.449
CNC Turning,Inconel 718 Superalloy,377.9,45.25,1,TiAlN,0.361,4.8,110.38,776.4,0.2976,1.2,0.3,231.1,Flood Coolant,24.79,39.311,597.1,3145.65,0.706,0.187,1.85,6.772,9.835,15.01,5.2491,2.225
CNC Milling,Al 6061-T6 Aluminum,98.8,16.0,4,TiAlN,0.023,9.2,185.26,3685.6,0.091,2.92,5.09,1341.1,Cryogenic (LN2),4.29,19.905,45.0,83.79,2.072,0.365,1.35,0.305,3.988,12.02,2.5976,2.175
CNC Milling,AISI 1045 Steel,210.4,32.0,5,TiAlN,0.008,3.4,172.5,1715.9,0.1107,0.96,4.89,949.7,Dry,0.0,4.439,100.3,45.0,1.077,0.302,0.5,0.153,1.98,26.76,0.9916,3.722
CNC Milling,AISI 1045 Steel,217.6,25.0,6,Uncoated Carbide,0.233,5.3,151.71,1931.7,0.1631,0.65,12.23,1890.5,Flood Coolant,15.58,15.018,170.4,395.0,1.171,0.452,1.85,1.137,4.801,19.18,2.8272,3.138
CNC Turning,AISI 304 Stainless Steel,206.4,63.21,1,TiCN,0.251,5.3,188.57,949.6,0.3684,2.59,0.37,349.8,Flood Coolant,23.51,179.725,481.6,4136.31,0.769,0.206,1.85,14.891,18.938,6.32,9.5464,0.885
CNC Turning,AISI 304 Stainless Steel,205.8,71.91,1,AlCrN,0.077,2.8,142.31,629.9,0.2177,3.89,0.22,137.1,MQL (Min Lubrication),0.24,120.538,288.5,2659.59,0.654,0.172,0.85,7.454,9.205,4.58,4.5154,0.624
CNC Turning,Al 6061-T6 Aluminum,97.9,108.49,1,TiAlN,0.094,9.7,263.36,772.7,0.2887,3.35,0.29,223.1,Flood Coolant,27.14,254.996,110.1,1044.81,0.704,0.186,1.85,5.241,7.412,1.74,4.0372,0.264
CNC Milling,Al 6061-T6 Aluminum,98.7,25.0,4,Uncoated Carbide,0.084,-1.5,358.5,4564.6,0.1496,0.56,9.67,2732.1,Flood Coolant,16.13,14.887,55.6,51.84,2.611,0.587,1.85,0.356,5.316,21.42,3.0394,3.403
CNC Milling,Al 6061-T6 Aluminum,97.7,10.0,5,TiCN,0.07,7.7,271.59,8644.9,0.1366,3.03,6.88,5905.7,Flood Coolant,24.61,122.901,97.2,496.61,5.883,1.095,1.85,2.668,11.304,5.52,5.881,0.798
CNC Turning,AISI 1045 Steel,205.5,42.72,1,AlCrN,0.1,4.4,133.82,997.2,0.1729,0.61,0.17,172.4,Dry,0.0,14.021,184.2,356.04,0.787,0.178,0.5,0.899,2.519,10.78,1.2643,1.503
CNC Milling,Ti-6Al-4V Titanium,340.3,10.0,4,Uncoated Carbide,0.225,-5.7,77.87,2478.7,0.0978,2.21,3.79,969.9,Flood Coolant,32.96,8.132,182.3,683.02,1.427,0.305,1.85,1.063,4.264,31.46,2.5702,5.268
CNC Turning,AISI 1045 Steel,208.4,96.43,1,Uncoated Carbide,0.212,1.9,115.47,381.2,0.0839,3.46,0.08,32.0,Flood Coolant,23.62,33.57,168.7,1743.25,0.57,0.155,1.85,3.79,6.65,11.89,3.701,1.837
CNC Turning,AISI 1045 Steel,197.0,101.26,1,Uncoated Carbide,0.047,-4.8,260.98,820.4,0.3426,1.67,0.34,281.1,Flood Coolant,18.97,149.73,201.6,1586.01,0.722,0.195,1.85,8.307,10.94,4.38,5.704,0.635
CNC Milling,Ti-6Al-4V Titanium,344.9,12.0,4,TiCN,0.201,0.4,87.74,2327.3,0.0584,3.26,10.7,543.3,Flood Coolant,15.16,18.933,218.2,1612.25,1.354,0.237,1.85,2.766,6.578,20.85,3.6639,3.225
CNC Milling,AISI 1045 Steel,211.8,32.0,4,AlCrN,0.11,1.3,109.5,1089.2,0.0698,2.46,1.81,304.2,Dry,0.0,1.356,82.0,45.0,0.822,0.199,0.5,0.094,1.582,70.02,0.8213,10.097
CNC Turning,Ti-6Al-4V Titanium,353.7,52.32,1,TiCN,0.065,6.6,140.33,853.7,0.1498,1.41,0.15,127.9,Flood Coolant,21.93,29.75,164.1,828.86,0.734,0.17,1.85,2.22,5.042,10.17,2.9056,1.628
CNC Milling,Ti-6Al-4V Titanium,343.4,10.0,3,TiCN,0.266,-3.3,141.44,4502.3,0.2026,0.52,3.98,2736.6,MQL (Min Lubrication),0.21,5.657,293.0,212.54,2.571,0.588,0.85,0.596,4.532,48.07,2.3373,6.886
CNC Milling,Al 6061-T6 Aluminum,96.7,32.0,6,TiCN,0.121,-3.1,313.59,3119.4,0.1213,3.94,13.48,2270.5,Flood Coolant,27.96,120.51,98.1,495.47,1.756,0.513,1.85,2.954,6.955,3.46,3.8256,0.529
CNC Turning,AISI 1045 Steel,208.4,54.35,1,TiAlN,0.269,5.7,182.26,1067.4,0.3157,2.43,0.32,337.0,Flood Coolant,30.45,139.709,375.8,3085.87,0.814,0.204,1.85,10.715,12.963,5.57,6.7125,0.801
CNC Milling,Al 6061-T6 Aluminum,104.0,8.0,2,TiCN,0.04,9.3,301.78,12007.3,0.167,2.98,5.47,4011.1,Flood Coolant,18.0,65.276,82.1,204.76,9.531,0.792,1.85,1.166,13.086,12.03,6.7222,1.716
CNC Turning,Inconel 718 Superalloy,394.3,39.0,1,TiAlN,0.287,-0.2,107.78,879.7,0.186,0.53,0.19,163.6,Dry,0.0,10.664,578.8,1102.96,0.743,0.176,0.5,2.363,3.901,21.95,1.9623,3.067
CNC Milling,Al 6061-T6 Aluminum,99.3,10.0,4,TiAlN,0.076,2.1,452.64,14408.1,0.0665,1.12,6.99,3829.8,MQL (Min Lubrication),0.18,30.077,87.4,107.99,12.661,0.763,0.85,0.969,14.739,29.4,7.144,3.959
CNC Turning,Al 6061-T6 Aluminum,101.6,104.2,1,TiAlN,0.014,8.3,450.0,1374.6,0.1424,2.23,0.14,195.7,Flood Coolant,31.13,142.545,85.6,336.68,0.934,0.181,1.85,2.964,6.332,2.67,3.5097,0.41
CNC Milling,Ti-6Al-4V Titanium,338.5,10.0,5,TiCN,0.127,6.5,96.41,3068.9,0.1986,2.49,5.95,3047.3,Flood Coolant,18.63,45.138,231.0,1695.91,1.729,0.638,1.85,3.234,7.605,10.11,4.1355,1.527
CNC Milling,AISI 304 Stainless Steel,185.3,32.0,5,TiCN,0.02,8.1,116.68,1160.7,0.0967,1.89,28.08,561.3,MQL (Min Lubrication),0.21,29.791,147.6,723.83,0.849,0.24,0.85,1.63,3.574,7.2,1.8306,1.024
CNC Turning,Al 6061-T6 Aluminum,100.2,100.39,1,TiCN,0.073,-5.1,325.97,1033.5,0.1593,0.67,0.16,164.6,MQL (Min Lubrication),0.11,34.998,89.0,162.71,0.801,0.176,0.85,1.004,2.783,4.77,1.4642,0.697
CNC Turning,Al 6061-T6 Aluminum,100.2,45.38,1,Uncoated Carbide,0.006,-2.6,450.0,3156.5,0.3738,1.74,0.37,1180.0,MQL (Min Lubrication),0.07,292.236,134.6,723.35,1.776,0.339,0.85,6.211,9.867,2.03,4.8175,0.275
CNC Milling,Ti-6Al-4V Titanium,334.4,12.0,4,Uncoated Carbide,0.305,5.5,114.63,3040.6,0.2196,2.79,9.23,2670.6,MQL (Min Lubrication),0.17,68.732,672.6,4500.0,1.713,0.577,0.85,10.04,13.523,11.81,6.6173,1.605
CNC Milling,Al 6061-T6 Aluminum,107.0,8.0,2,TiAlN,0.002,-1.0,257.13,10230.8,0.1258,1.33,6.21,2573.8,Dry,0.0,21.198,64.6,117.58,7.497,0.562,0.5,0.599,8.778,24.84,4.2196,3.318
CNC Turning,AISI 304 Stainless Steel,201.2,60.55,1,TiAlN,0.119,4.7,215.87,1134.8,0.3742,0.96,0.37,424.6,Cryogenic (LN2),3.26,77.923,151.6,1079.67,0.839,0.218,1.35,4.449,7.194,5.54,4.1389,0.885
CNC Milling,AISI 1045 Steel,207.5,10.0,3,TiAlN,0.117,8.0,220.9,7031.5,0.0646,2.71,7.74,1363.4,Cryogenic (LN2),4.84,28.58,90.8,441.31,4.438,0.368,1.35,1.932,7.821,16.42,4.4361,2.587
CNC Turning,Ti-6Al-4V Titanium,334.8,70.22,1,Uncoated Carbide,0.172,6.6,132.03,598.5,0.1944,1.05,0.19,116.3,Flood Coolant,34.92,26.903,255.4,1207.66,0.643,0.169,1.85,3.1,5.398,12.04,3.097,1.919
CNC Turning,AISI 1045 Steel,221.1,21.81,1,TiCN,0.098,2.2,247.13,3606.1,0.1275,1.63,0.13,459.7,MQL (Min Lubrication),0.12,51.22,212.8,724.8,2.026,0.224,0.85,3.39,6.194,7.26,3.0891,1.005
CNC Turning,AISI 304 Stainless Steel,186.4,25.23,1,TiCN,0.335,8.9,165.95,2093.6,0.1665,2.05,0.17,348.7,Flood Coolant,29.24,56.606,395.4,1932.92,1.245,0.206,1.85,6.047,9.552,10.12,5.1081,1.504
CNC Milling,AISI 1045 Steel,202.1,12.0,4,TiAlN,0.178,-5.4,108.21,2870.3,0.2107,2.61,9.74,2418.9,MQL (Min Lubrication),0.21,61.573,280.2,2269.75,1.624,0.537,0.85,4.829,7.652,7.46,3.7989,1.028
CNC Milling,AISI 304 Stainless Steel,189.9,6.0,4,TiCN,0.193,-2.2,189.35,10045.5,0.0537,2.18,3.17,2156.7,Flood Coolant,21.39,14.874,161.3,395.78,7.298,0.495,1.85,1.479,11.827,47.71,6.1553,6.897
CNC Turning,Al 6061-T6 Aluminum,94.7,35.12,1,Uncoated Carbide,0.048,0.2,288.73,2616.9,0.0704,1.17,0.07,184.3,Flood Coolant,31.11,23.746,51.1,149.51,1.495,0.179,1.85,0.811,4.104,10.37,2.4571,1.725
CNC Milling,AISI 304 Stainless Steel,195.9,8.0,4,TiAlN,0.156,-3.5,200.63,7982.7,0.0914,1.28,5.29,2918.0,Dry,0.0,19.76,302.1,560.14,5.266,0.617,0.5,2.192,8.081,24.54,3.9177,3.304
CNC Milling,AISI 1045 Steel,210.3,12.0,4,AlCrN,0.234,-5.3,183.96,4879.7,0.1264,2.15,3.24,2466.7,Flood Coolant,27.53,17.169,154.9,291.09,2.819,0.545,1.85,1.019,5.97,20.86,3.3828,3.284
CNC Milling,AISI 304 Stainless Steel,197.7,25.0,5,TiCN,0.134,5.5,90.01,1146.1,0.1791,1.78,11.41,1026.3,Flood Coolant,19.87,20.837,142.8,644.16,0.844,0.314,1.85,1.096,3.946,11.36,2.3993,1.919
CNC Milling,AISI 1045 Steel,211.7,12.0,5,Uncoated Carbide,0.005,4.9,216.25,5736.3,0.0615,3.04,9.64,1763.2,Flood Coolant,22.36,51.7,102.4,763.26,3.421,0.432,1.85,3.145,9.106,10.57,4.826,1.556
CNC Milling,AISI 304 Stainless Steel,205.9,8.0,2,AlCrN,0.269,-3.3,92.69,3687.9,0.0999,3.14,4.1,736.7,MQL (Min Lubrication),0.09,9.484,226.4,555.83,2.073,0.268,0.85,1.018,4.333,27.41,2.2432,3.942
